College,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,Undergrad Population,Average Cost,ACT Median,SAT Average,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry,LATITUDE,LONGITUDE
Florida International University,3,4,Public,Southeast,Large Suburb,0.4304,38234,18426,26,1154,0.1007,0.1221,0.67049999999999998,2.69E-2,8.0000000000000004E-4,1.4E-3,1.7999999999999999E-2,4.7199999999999999E-2,0.32929999999999998,6702,9653,0.98409999999999997,0.58089999999999997,0.5161,0.83540000000000003,0.26979999999999998,8.9,13750,17750,10500,0.730000019,0.77999997099999996,22.38999939,38171.07,27626,11.600000380000001,795,6004,44200,40500,25.75711094,-80.37759052
University of North Carolina Wilmington,3,4,Public,Southeast,Mid-size City,0.54190000000000005,12178,18165,24,1154,0.80430000000000001,4.8000000000000001E-2,6.2199999999999998E-2,1.95E-2,4.7999999999999996E-3,1.6999999999999999E-3,2.8199999999999999E-2,6.8999999999999999E-3,6.9400000000000003E-2,7865,7872,0.70850000000000002,0.28249999999999997,0.70989999999999998,0.86399999999999999,0.1328,6.7,16500,20624,9761.5,0.94999998799999996,0.469999999,21.129999160000001,75837.119999999995,63608.5,7.7300000190000002,269,2651,39100,35700,34.22522262,-77.87552676
George Mason University,3,4,Public,Southeast,Large Suburb,0.62029999999999996,21324,22332,26,1155,0.45760000000000001,9.6199999999999994E-2,0.1167,0.17399999999999999,1.6000000000000001E-3,4.7999999999999996E-3,4.6100000000000002E-2,4.1700000000000001E-2,0.19339999999999999,12122,10524,0.55869999999999997,0.26840000000000003,0.66700000000000004,0.87280000000000002,0.23,1.8,17250,20250,11000,0.91000002599999996,0.519999981,22.030000690000001,72029.929999999993,53311,4.0100002290000001,440,3804,55500,53100,38.83088029,-77.30793951
Saint Johns University,3,4,Private,Great Plains,Fringe Rural,0.75160000000000005,1871,46397,26,1155,0.82630000000000003,3.15E-2,4.3299999999999998E-2,2.9399999999999999E-2,8.6E-3,2.0999999999999999E-3,6.4000000000000003E-3,5.2400000000000002E-2,1.12E-2,12673,7899,0.86519999999999997,0.19470000000000001,0.79459999999999997,0.85519999999999996,5.8999999999999999E-3,2.4,23150,27000,13453,0.99000001000000004,0.28999999199999998,19.549999239999998,110742.05,99495,4.3200001720000003,24,500,55000,51100,45.581357,-94.39192
SUNY College of Environmental Science and Forestry,3,4,Public,Mid-Atlantic,Mid-size City,0.50519999999999998,1694,22550,25,1155,0.87250000000000005,1.2999999999999999E-2,2.4199999999999999E-2,2.7199999999999998E-2,1.8E-3,5.9999999999999995E-4,2.3599999999999999E-2,1.7100000000000001E-2,2.9499999999999998E-2,15891,8282,0.74390000000000001,0.2676,0.71599999999999997,0.85670000000000002,9.0499999999999997E-2,3.7,17124,20000,11500,0.959999979,0.50999998999999996,21.020000459999999,76789.5,67355,7.3800001139999996,57,499,41800,38200,43.03476584,-76.13870756
University of Arkansas,3,4,Public,Southeast,Small City,0.58579999999999999,20776,19917,26,1156,0.78739999999999999,4.9200000000000001E-2,6.4399999999999999E-2,2.3699999999999999E-2,1.2E-2,6.9999999999999999E-4,3.2099999999999997E-2,2.76E-2,0.11169999999999999,8349,8902,0.86629999999999996,0.2427,0.60099999999999998,0.82099999999999995,0.10440000000000001,6.7,14990,21524,9887,0.91000002599999996,0.540000021,21.459999079999999,68151.740000000005,52612,9.5600004199999997,291,2762,43700,39200,36.06564171,-94.17785232
Appalachian State University,3,4,Public,Southeast,Distant Town,0.63229999999999997,15840,17780,26,1156,0.86119999999999997,3.0599999999999999E-2,4.19E-2,1.3599999999999999E-2,2.5000000000000001E-3,6.9999999999999999E-4,2.3900000000000001E-2,7.6E-3,5.16E-2,7361,7657,0.72399999999999998,0.25900000000000001,0.68569999999999998,0.87180000000000002,7.3400000000000007E-2,4.8,15635,19526,9500,0.93000000699999996,0.46000000800000002,20.68000031,78640.38,69100,6.8600001339999999,262,2992,36100,33600,36.2126825,-81.6775196
Michigan State University,3,4,Public,Great Lakes,Small City,0.6865,37622,23740,26,1158,0.69669999999999999,6.7400000000000002E-2,3.5999999999999997E-2,4.2299999999999997E-2,2.2000000000000001E-3,5.9999999999999995E-4,2.4E-2,0.1202,8.1000000000000003E-2,14386,10614,0.86670000000000003,0.2387,0.77359999999999995,0.90510000000000002,3.5799999999999998E-2,5.7,22734,25714,15442,0.959999979,0.40999999599999998,20.200000760000002,87289.4,78152,6.0999999049999998,539,7322,51900,46800,42.72476,-84.473639
University at Buffalo,3,4,Public,Mid-Atlantic,Large Suburb,0.56520000000000004,19365,20885,26,1158,0.49509999999999998,6.7500000000000004E-2,6.6299999999999998E-2,0.12859999999999999,2.0999999999999999E-3,8.0000000000000004E-4,2.0299999999999999E-2,0.16370000000000001,8.1199999999999994E-2,15151,10026,0.60650000000000004,0.28349999999999997,0.72,0.87590000000000001,7.8799999999999995E-2,4.5,15200,20100,9250,0.939999998,0.49000000999999999,20.780000690000001,68669.08,56636,8.25,449,5720,50600,44500,43.001012,-78.78961
Syracuse University,3,4,Private,Mid-Atlantic,Mid-size City,0.49490000000000001,14738,55600,26,1158,0.55669999999999997,8.9399999999999993E-2,0.1076,8.0699999999999994E-2,7.1000000000000004E-3,5.0000000000000001E-4,2.5700000000000001E-2,9.3600000000000003E-2,3.6799999999999999E-2,14915,10822,0.65980000000000005,0.26769999999999999,0.81079999999999997,0.91900000000000004,3.5299999999999998E-2,3.7,27000,27000,16750,0.97000002900000004,0.37999999499999998,20.010000229999999,98994.29,80005.5,7.5500001909999996,201,3177,54800,50800,43.039891,-76.13267
Providence College,3,4,Private,New England,Mid-size City,0.59789999999999999,3969,56184,26,1158,0.76670000000000005,4.1099999999999998E-2,6.7500000000000004E-2,1.18E-2,1.2999999999999999E-3,1.8E-3,1.54E-2,1.8599999999999998E-2,4.48E-2,12232,9471,0.62260000000000004,0.1341,0.85040000000000004,0.90780000000000005,6.8900000000000003E-2,2.2999999999999998,27000,27000,14500,0.980000019,0.209999993,19.879999160000001,120179.81,110798,4.8899998660000001,43,1019,57700,52900,41.84419284,-71.43790583
Valparaiso University,3,4,Private,Great Lakes,Large Suburb,0.79690000000000005,3209,43185,26,1158,0.74570000000000003,5.33E-2,6.7299999999999999E-2,1.5599999999999999E-2,1.1999999999999999E-3,5.9999999999999995E-4,2.2700000000000001E-2,8.2600000000000007E-2,2.8400000000000002E-2,10489,7280,0.68400000000000005,0.25369999999999998,0.70130000000000003,0.86360000000000003,6.1800000000000001E-2,4.4000000000000004,23250,27000,11925,0.97000002900000004,0.36000001399999998,20.559999470000001,90375.63,81419.5,5.079999924,66,960,45900,42400,41.46317587,-87.04585311
CUNY Hunter College,3,4,Public,Mid-Atlantic,Large City,0.29720000000000002,15697,14478,0,1160,0.31690000000000002,0.1003,0.24879999999999999,0.2424,2.2000000000000001E-3,7.4000000000000003E-3,1.6199999999999999E-2,6.5699999999999995E-2,0.25629999999999997,8762,7895,0.36890000000000001,0.40970000000000001,0.50380000000000003,0.8669,0.22239999999999999,5.3,9500,10500,8500,0.439999998,0.790000021,22.440000529999999,32945.53,22554,16.989999770000001,571,3245,43500,40400,40.76866874,-73.96479536
University of San Francisco,3,4,Private,Far West,Large City,0.6129,6308,55812,25,1161,0.311,2.93E-2,0.18720000000000001,0.19400000000000001,1.9E-3,4.8999999999999998E-3,6.9900000000000004E-2,0.18149999999999999,3.7100000000000001E-2,15041,12409,0.41349999999999998,0.26250000000000001,0.69010000000000005,0.86460000000000004,8.3199999999999996E-2,5.3,23000,25000,20300,0.959999979,0.439999998,22.209999079999999,90594.28,70581,6.5599999430000002,157,1397,62000,53300,37.77556389,-122.4509765
Louisiana State University and Agricultural & Mechanical College,3,4,Public,Southeast,Fringe Rural,0.76229999999999998,23990,20422,26,1162,0.75600000000000001,0.11119999999999999,5.0599999999999999E-2,3.4299999999999997E-2,3.2000000000000002E-3,1E-3,2.3400000000000001E-2,1.7000000000000001E-2,5.3499999999999999E-2,9914,9190,0.91020000000000001,0.1978,0.69140000000000001,0.82489999999999997,5.3400000000000003E-2,4.3,13000,19500,8250,0.87000000499999997,0.519999981,20.549999239999998,70702.73,52648,11.579999920000001,415,5035,49500,42800,30.41273915,-91.18072747
DePaul University,3,4,Private,Great Lakes,Large City,0.59870000000000001,16120,46375,26,1163,0.55610000000000004,8.3699999999999997E-2,0.17169999999999999,7.2999999999999995E-2,1E-3,2.0999999999999999E-3,3.7100000000000001E-2,2.6499999999999999E-2,0.15909999999999999,11612,10392,0.50339999999999996,0.3448,0.70469999999999999,0.85360000000000003,0.2019,6,20500,24165.5,13475,0.94999998799999996,0.52999997099999996,22.280000690000001,74671.61,54683,7.1399998660000001,487,3964,49400,44800,41.92333183,-87.65411572
University of Missouri-Columbia,3,4,Public,Great Plains,Mid-size City,0.78610000000000002,26585,22387,26,1165,0.79890000000000005,8.2199999999999995E-2,3.32E-2,2.24E-2,2.5000000000000001E-3,5.0000000000000001E-4,2.53E-2,2.7300000000000001E-2,5.33E-2,10752,8788,0.70530000000000004,0.216,0.70120000000000005,0.83530000000000004,3.85E-2,5.5,17500,22500,10500,0.97000002900000004,0.34999999399999998,20.280000690000001,89631.5,80508.5,6.2399997709999999,405,5572,46700,41200,38.941015,-92.326429
College of Charleston,3,4,Public,Southeast,Mid-size City,0.70309999999999995,10150,25086,26,1165,0.82410000000000005,6.2799999999999995E-2,4.1599999999999998E-2,1.6199999999999999E-2,1.4E-3,1.6000000000000001E-3,3.2899999999999999E-2,7.7999999999999996E-3,5.21E-2,8234,7747,0.64349999999999996,0.22570000000000001,0.64480000000000004,0.82620000000000005,8.5300000000000001E-2,6.6,17000,22341,9500,0.94999998799999996,0.40999999599999998,20.579999919999999,90152.6,71255,7.6799998279999997,212,1964,39700,35800,32.78303444,-79.93688322
Hofstra University,3,4,Private,Mid-Atlantic,Large Suburb,0.58709999999999996,6748,49604,26,1165,0.58709999999999996,8.5999999999999993E-2,0.127,7.8799999999999995E-2,2.3999999999999998E-3,8.2000000000000007E-3,2.6800000000000001E-2,2.7400000000000001E-2,5.74E-2,15989,12848,0.47260000000000002,0.22570000000000001,0.62119999999999997,0.78259999999999996,5.11E-2,5.2,19150,23900,10900,0.959999979,0.40999999599999998,20.420000080000001,90094.080000000002,74751,5.6599998469999999,310,2834,50700,45900,40.71595869,-73.60078008
University of South Florida-Main Campus,3,4,Public,Southeast,Large City,0.45240000000000002,30376,19299,26,1168,0.54930000000000001,0.1106,0.1961,6.0299999999999999E-2,2.0999999999999999E-3,2.8999999999999998E-3,3.2199999999999999E-2,3.1699999999999999E-2,0.2283,8322,8082,0.77129999999999999,0.41270000000000001,0.6321,0.88780000000000003,0.2112,7.4,16954,19735,12500,0.87000000499999997,0.62999999500000003,22.489999770000001,52366.99,36808.5,7.9800000190000002,978,8367,40600,37900,28.05664722,-82.41587583
Washington College,3,4,Private,Mid-Atlantic,Distant Town,0.66549999999999998,1424,52243,27,1168,0.78720000000000001,3.3000000000000002E-2,3.6499999999999998E-2,1.26E-2,1.4E-3,0,2.3199999999999998E-2,6.3899999999999998E-2,9.1000000000000004E-3,12924,7927,0.62180000000000002,0.14879999999999999,0.68210000000000004,0.80859999999999999,1.8200000000000001E-2,3.5,25000,27000,8750,0.99000001000000004,0.18000000699999999,19.270000459999999,123228.4,108663.5,4.1900000569999998,19,333,45100,40800,39.21732911,-76.06877979
The University of Alabama,3,4,Public,Southeast,Small City,0.5655,28692,26717,26,1171,0.78649999999999998,0.114,3.1300000000000001E-2,1.12E-2,4.4000000000000003E-3,1.1000000000000001E-3,2.1000000000000001E-2,2.7799999999999998E-2,8.5199999999999998E-2,9817,9605,0.71089999999999998,0.2107,0.66649999999999998,0.87,8.5300000000000001E-2,8.1,17750,24000,11000,0.939999998,0.52999997099999996,20.770000459999999,74131.14,58976,10.05000019,318,3326,44700,39200,33.21439966,-87.54576647
Mercer University,3,4,Private,Southeast,Small City,0.69,4304,46382,26,1171,0.47470000000000001,0.3322,3.7199999999999997E-2,5.11E-2,4.4000000000000003E-3,1.4E-3,1.9300000000000001E-2,3.44E-2,0.16220000000000001,10646,7918,0.97519999999999996,0.41010000000000002,0.59470000000000001,0.82020000000000004,0.36840000000000001,6.6,21500,26000,13000,0.97000002900000004,0.439999998,26.63999939,65979.679999999993,48287.5,7.9299998279999997,177,1923,53700,43900,32.82973096,-83.65104196
Embry-Riddle Aeronautical University-Prescott,3,4,Private,Southwest,Fringe Rural,0.78979999999999995,1802,45228,26,1171,0.60160000000000002,1.72E-2,7.5499999999999998E-2,4.9399999999999999E-2,5.4999999999999997E-3,6.1000000000000004E-3,7.5999999999999998E-2,8.5500000000000007E-2,6.3799999999999996E-2,18433,8387,0.70179999999999998,0.28839999999999999,0.59150000000000003,0.82799999999999996,0.1166,4.5999999999999996,16500,26000,11750,0.91000002599999996,0.47999998900000002,23.229999540000001,71628,52839,7.3000001909999996,226,2940,59200,53800,34.61614918,-112.4499603
University of the Pacific,3,4,Private,Far West,Large City,0.72650000000000003,3869,52406,26,1172,0.32229999999999998,2.69E-2,0.18579999999999999,0.31530000000000002,6.7000000000000002E-3,4.7000000000000002E-3,4.3200000000000002E-2,5.3800000000000001E-2,2.3800000000000002E-2,17606,10089,0.55879999999999996,0.40110000000000001,0.56689999999999996,0.86560000000000004,5.9799999999999999E-2,3.5,21250,23500,18750,0.959999979,0.38999998600000002,22.030000690000001,62103.51,40951,9.1899995800000003,111,1339,75600,64000,37.97976739,-121.3092376
University of Central Florida,3,4,Public,Southeast,Large Suburb,0.4894,50919,19815,26,1175,0.57179999999999997,0.1056,0.21579999999999999,5.5899999999999998E-2,2.2000000000000001E-3,2.5000000000000001E-3,2.9000000000000001E-2,9.4999999999999998E-3,0.29110000000000003,5403,8646,0.98070000000000002,0.37709999999999999,0.6724,0.87109999999999999,0.20830000000000001,5.4,15000,18500,9750,0.829999983,0.60000002399999997,22.149999619999999,54803.88,38367.5,7.170000076,781,8049,42900,39300,28.60215943,-81.20088927
Seattle University,3,4,Private,Far West,Large City,0.73229999999999995,4595,50610,27,1175,0.46989999999999998,3.2199999999999999E-2,9.0800000000000006E-2,0.16020000000000001,5.8999999999999999E-3,6.7000000000000002E-3,6.9400000000000003E-2,0.1032,4.7699999999999999E-2,15139,9051,0.7077,0.2109,0.76629999999999998,0.86019999999999996,6.7699999999999996E-2,3.8,24000,25334,11000,0.97000002900000004,0.439999998,21.61000061,78227.759999999995,59408,6.420000076,137,1364,52900,49500,47.6101379,-122.3196999
Maryland Institute College of Art,3,4,Private,Mid-Atlantic,Large City,0.58030000000000004,1892,52649,0,1175,0.5423,5.2299999999999999E-2,5.9200000000000003E-2,0.1173,3.2000000000000002E-3,1.6000000000000001E-3,5.0200000000000002E-2,7.8200000000000006E-2,7.0300000000000001E-2,13502,8764,0.34210000000000002,0.2429,0.72729999999999995,0.82569999999999999,8.3900000000000002E-2,4.4000000000000004,23000,27000,11125,0.99000001000000004,0.34999999399999998,19.989999770000001,99535.03,89961,5.4499998090000004,63,439,33500,30900,39.30879239,-76.62103305
University of Oklahoma-Norman Campus,3,4,Public,Southwest,Mid-size Suburb,0.8044,20528,23263,26,1176,0.62480000000000002,4.9000000000000002E-2,8.8499999999999995E-2,5.6000000000000001E-2,4.19E-2,1.8E-3,6.4600000000000005E-2,3.8800000000000001E-2,0.15240000000000001,11985,9273,0.82069999999999999,0.24909999999999999,0.66290000000000004,0.83950000000000002,0.1293,4.9000000000000004,15750,20000,12000,0.89999997600000003,0.52999997099999996,22.030000690000001,66684.98,49891,8.5,539,4989,51800,43300,35.20806903,-97.44569235
University of Delaware,3,4,Public,Mid-Atlantic,Large Suburb,0.64680000000000004,17729,21748,27,1178,0.75290000000000001,5.3100000000000001E-2,6.9400000000000003E-2,4.2599999999999999E-2,6.9999999999999999E-4,1.1000000000000001E-3,2.64E-2,4.1599999999999998E-2,4.9799999999999997E-2,17186,11834,0.95979999999999999,0.1192,0.80010000000000003,0.91910000000000003,4.5499999999999999E-2,3.7,21000,24126.5,9458.5,0.959999979,0.25999999000000001,19.690000529999999,111960.94,102027,4.3800001139999996,209,3468,53300,50100,39.678028,-75.752833
University of Alabama in Huntsville,3,4,Public,Southeast,Mid-size City,0.80620000000000003,5525,20306,26,1180,0.70120000000000005,0.13100000000000001,3.3799999999999997E-2,3.6400000000000002E-2,1.4500000000000001E-2,2.0000000000000001E-4,1.61E-2,3.2899999999999999E-2,0.23949999999999999,9352,9341,0.65549999999999997,0.3281,0.48349999999999999,0.80979999999999996,0.26400000000000001,7.7,16500,24738,10500,0.920000017,0.60000002399999997,23.190000529999999,54155.4,39766,9.3699998860000004,151,1224,45800,41500,34.72281825,-86.63841998
University of Dayton,3,4,Private,Great Lakes,Mid-size City,0.52969999999999995,7812,46250,27,1181,0.81779999999999997,2.8799999999999999E-2,2.87E-2,1.2500000000000001E-2,1E-3,2.9999999999999997E-4,1.0500000000000001E-2,8.9300000000000004E-2,4.7500000000000001E-2,10823,8494,0.61899999999999999,0.1188,0.76739999999999997,0.88580000000000003,3.2199999999999999E-2,2,23250,26863,11384,0.99000001000000004,0.25999999000000001,19.75,122480.57,108917.5,4.7100000380000004,100,1914,49600,45900,39.74046444,-84.17978875
Texas A & M University-College Station,3,4,Public,Southwest,Small City,0.69469999999999998,43931,20819,26,1182,0.67910000000000004,2.75E-2,0.19639999999999999,4.9500000000000002E-2,2.8999999999999998E-3,1E-3,2.8799999999999999E-2,1.2999999999999999E-2,0.10009999999999999,13297,10287,0.89419999999999999,0.2162,0.79079999999999995,0.9143,3.0800000000000001E-2,4.8,16566.5,19253,9000,0.91000002599999996,0.469999999,20.13999939,83346.84,71288,9.3599996569999995,628,8165,56300,49000,30.610775,-96.349232
Calvin College,3,4,Private,Great Lakes,Mid-size City,0.69750000000000001,3895,39013,26,1183,0.75039999999999996,2.5399999999999999E-2,3.4700000000000002E-2,4.2599999999999999E-2,3.3E-3,0,2.5700000000000001E-2,9.8599999999999993E-2,2.2599999999999999E-2,13845,7208,0.98809999999999998,0.2326,0.72729999999999995,0.87409999999999999,1.9199999999999998E-2,2.5,22500,26870,12500,0.980000019,0.37000000500000002,19.659999849999998,97807.66,93258,5.4699997900000001,114,1062,41100,38100,42.9299158,-85.58754835
South Dakota School of Mines and Technology,3,4,Public,Great Plains,Small City,0.86080000000000001,2194,20234,26,1183,0.8569,1.6E-2,3.4599999999999999E-2,1.37E-2,1.41E-2,1.4E-3,3.56E-2,2.01E-2,0.1162,10035,8892,0.90700000000000003,0.25230000000000002,0.45660000000000001,0.78859999999999997,0.1439,5,14875,27100,8774,0.939999998,0.47999998900000002,21.61000061,66137.5,57505.5,8.6099996569999995,53,690,51900,48600,44.07543935,-103.2057529
Clarkson University,3,4,Private,Mid-Atlantic,Remote Town,0.64029999999999998,3060,54772,26,1187,0.83099999999999996,2.29E-2,4.4400000000000002E-2,3.5299999999999998E-2,2E-3,2.9999999999999997E-4,1.9900000000000001E-2,2.52E-2,3.5999999999999999E-3,13218,10138,0.87450000000000006,0.28129999999999999,0.72870000000000001,0.87,1.54E-2,2.4,24187,27000,14379,0.980000019,0.37999999499999998,19.559999470000001,89280.81,82272,7.1599998469999999,63,1124,61900,62400,44.663761,-74.999947
University of Vermont,3,4,Public,New England,Small City,0.77549999999999997,9970,27788,27,1190,0.83399999999999996,1.15E-2,4.2700000000000002E-2,2.2100000000000002E-2,2.7000000000000001E-3,2.0000000000000001E-4,2.9399999999999999E-2,2.0199999999999999E-2,3.5000000000000003E-2,16066,9562,0.81330000000000002,0.1948,0.75819999999999999,0.85770000000000002,7.9500000000000001E-2,3.8,18878,21893.5,9581.5,0.959999979,0.34999999399999998,20.239999770000001,95378.54,77614,5.4099998469999999,174,2337,44700,39400,44.47926159,-73.19812816
University of North Carolina at Asheville,3,4,Public,Southeast,Small City,0.64029999999999998,3323,17468,26,1190,0.83330000000000004,3.0700000000000002E-2,3.9100000000000003E-2,1.47E-2,4.1999999999999997E-3,8.9999999999999998E-4,3.2800000000000003E-2,3.8999999999999998E-3,9.2999999999999999E-2,9085,7371,0.78690000000000004,0.31869999999999998,0.59540000000000004,0.80249999999999999,0.22059999999999999,7.3,15772.5,20508,7629,0.920000017,0.55000001200000004,22.010000229999999,60962.62,48654,7.9400000569999998,98,732,32800,31600,35.61661815,-82.56525862
University of California-Davis,3,4,Public,Far West,Small Suburb,0.4521,26483,31803,26,1192,0.3125,2.1100000000000001E-2,0.17199999999999999,0.35510000000000003,2E-3,4.7999999999999996E-3,5.11E-2,6.1800000000000001E-2,2.6700000000000002E-2,21365,12065,0.8397,0.42970000000000003,0.81330000000000002,0.9294,5.7099999999999998E-2,3.8,13626.5,15000,11461,0.88999998599999997,0.62000000499999997,20.510000229999999,59783.54,41894,8.5399999619999996,635,5144,54800,48500,38.53820558,-121.75103
University of Colorado Boulder,3,4,Public,Rocky Mountains,Small City,0.87709999999999999,25461,27854,27,1192,0.74129999999999996,1.6899999999999998E-2,9.5899999999999999E-2,5.1799999999999999E-2,3.0999999999999999E-3,5.9999999999999995E-4,3.6200000000000003E-2,3.7600000000000001E-2,6.5500000000000003E-2,13949,10298,0.68300000000000005,0.17219999999999999,0.69689999999999996,0.84619999999999995,6.7000000000000004E-2,4.7,15000,19500,9500,0.94999998799999996,0.439999998,20.63999939,96924.800000000003,73526,4.5199999809999998,547,4614,47900,41600,40.00441507,-105.2670613
Belmont University,3,4,Private,Southeast,Large City,0.79869999999999997,5465,41450,27,1193,0.82010000000000005,4.0099999999999997E-2,4.2799999999999998E-2,1.61E-2,2.3999999999999998E-3,4.0000000000000002E-4,3.2599999999999997E-2,8.2000000000000007E-3,6.5500000000000003E-2,8976,8450,0.47799999999999998,0.17560000000000001,0.67959999999999998,0.83330000000000004,8.48E-2,1.9,19173,23250,8750.5,0.959999979,0.34000000400000002,21.159999849999998,98697.97,83588,6.1799998279999997,84,1048,42100,37600,36.13386614,-86.79471511
Loyola University Maryland,3,4,Private,Mid-Atlantic,Large City,0.57999999999999996,3972,56736,27,1194,0.79410000000000003,5.0599999999999999E-2,9.2100000000000001E-2,3.0200000000000001E-2,2E-3,5.0000000000000001E-4,2.1399999999999999E-2,3.8E-3,8.3000000000000001E-3,11584,8346,0.61880000000000002,0.1414,0.84370000000000001,0.87309999999999999,7.1999999999999998E-3,2.9,26000,27000,8490.5,0.99000001000000004,0.219999999,19.36000061,134101.78,112164,4.1199998860000004,43,803,64000,56400,39.34604381,-76.62341728
University of Puerto Rico-Rio Piedras,3,4,Public,Outlying Areas,Large City,0.52480000000000004,11834,8020,0,1195,7.0000000000000001E-3,1.4E-3,0.90269999999999995,1.4E-3,1E-3,1E-4,2.5000000000000001E-3,1E-4,0.1032,12517,7104,0.78620000000000001,0.58950000000000002,0.4748,0.89680000000000004,7.46E-2,11.9,5500,5500,5197,0.33000001299999998,0.980000019,19.549999239999998,25464.65,22433.5,45.729999540000001,0,0,0,0,18.403027,-66.045875
Loyola University Chicago,3,4,Private,Great Lakes,Large City,0.91400000000000003,9931,47727,27,1195,0.61380000000000001,3.5400000000000001E-2,0.12659999999999999,0.11310000000000001,1E-3,1.5E-3,5.7500000000000002E-2,0.03,7.5499999999999998E-2,11462,9432,0.50190000000000001,0.29899999999999999,0.71009999999999995,0.85409999999999997,8.0399999999999999E-2,4.5999999999999996,22934,25751,11000,0.97000002900000004,0.43000000700000002,20.510000229999999,85748.31,67583.5,6.3000001909999996,281,2324,50600,45500,41.9991606,-87.65739899
University of Portland,3,4,Private,Far West,Large City,0.66800000000000004,3468,51036,0,1195,0.6401,8.6999999999999994E-3,9.98E-2,0.1024,3.2000000000000002E-3,1.41E-2,7.9000000000000001E-2,2.8799999999999999E-2,1.67E-2,10427,7678,0.59850000000000003,0.21890000000000001,0.755,0.9002,3.2099999999999997E-2,1.1000000000000001,22454,25000,10000,0.97000002900000004,0.31999999299999998,20.420000080000001,98696.67,86897,6.579999924,55,821,52400,48800,45.57196701,-122.7259723
Cedarville University,3,4,Private,Great Lakes,Fringe Town,0.74009999999999998,3108,33652,27,1195,0.87770000000000004,1.54E-2,2.41E-2,1.6400000000000001E-2,3.8999999999999998E-3,2.9999999999999997E-4,1.83E-2,1.4200000000000001E-2,2.0899999999999998E-2,9988,6831,0.74299999999999999,0.20780000000000001,0.72629999999999995,0.85199999999999998,1.54E-2,1.4,19500,25000,12000,0.959999979,0.37999999499999998,19.629999160000001,90859.17,83099,5.4499998090000004,84,904,39400,36000,39.75033848,-83.81209819
Drexel University,3,4,Private,Mid-Atlantic,Large City,0.81499999999999995,16257,53831,27,1197,0.56569999999999998,6.4000000000000001E-2,5.6399999999999999E-2,0.12570000000000001,1.5E-3,6.3E-3,2.63E-2,0.1273,0.14460000000000001,13309,10246,0.53580000000000005,0.2021,0.69510000000000005,0.86439999999999995,0.18229999999999999,3.5,17027.5,26098,10873,0.980000019,0.30000001199999998,22.219999309999999,84469.63,69348,6.4699997900000001,316,3828,64000,58400,39.95485501,-75.18874474
Indiana University-Bloomington,3,4,Public,Great Lakes,Small City,0.72170000000000001,31984,23043,27,1198,0.73129999999999995,4.0599999999999997E-2,4.3799999999999999E-2,3.8399999999999997E-2,1.1999999999999999E-3,6.9999999999999999E-4,3.1E-2,0.1075,3.3599999999999998E-2,13471,9431,0.85550000000000004,0.19370000000000001,0.77049999999999996,0.8982,2.9899999999999999E-2,5.9,19500,23628,15000,0.959999979,0.37000000500000002,20.260000229999999,92768.66,80326,5.5,531,7104,49000,42000,39.16773929,-86.52358465
Pennsylvania State University-Main Campus,3,4,Public,Mid-Atlantic,Small City,0.54200000000000004,39460,31625,27,1199,0.72130000000000005,4.2700000000000002E-2,5.4600000000000003E-2,5.4600000000000003E-2,6.9999999999999999E-4,5.9999999999999995E-4,2.3199999999999998E-2,8.9399999999999993E-2,2.3199999999999998E-2,18073,9902,0.749,0.17680000000000001,0.84840000000000004,0.92359999999999998,2.7199999999999998E-2,7.7,21500,27000,11500,0.959999979,0.44999998800000002,20.879999160000001,81964.639999999999,70439.5,6.7899999619999996,1608,19644,48100,43400,40.800732,-77.861644
The University of Tennessee-Knoxville,3,4,Public,Southeast,Mid-size City,0.72489999999999999,20948,24746,27,1199,0.80589999999999995,7.3499999999999996E-2,2.7699999999999999E-2,2.8500000000000001E-2,2.5000000000000001E-3,0,2.8000000000000001E-2,1.5100000000000001E-2,6.0299999999999999E-2,20792,9976,0.83199999999999996,0.29909999999999998,0.6754,0.85629999999999995,8.8300000000000003E-2,6,15250,20338.5,9613.5,0.89999997600000003,0.5,21.120000839999999,72817.34,55229,8.2799997330000004,435,4613,48300,39000,35.955093,-83.92969601
University of South Carolina-Columbia,3,4,Public,Southeast,Mid-size City,0.60599999999999998,23987,23685,27,1200,0.77090000000000003,0.1016,4.0599999999999997E-2,2.2800000000000001E-2,2.5000000000000001E-3,1.1000000000000001E-3,3.2099999999999997E-2,1.1299999999999999E-2,6.5799999999999997E-2,10384,9514,0.71279999999999999,0.2394,0.7268,0.87380000000000002,6.7000000000000004E-2,4.7,19125,22500,13500,0.94999998799999996,0.439999998,20.899999619999999,76756.240000000005,63282.5,8.4300003050000001,439,4951,45600,38700,33.996677,-81.026916
